year,survey_date,Event,sea_ice_thickness_m,air_temp_2m_c,platelet_thickness_m,total_ice_m
2018,2018-08-16 11:31:00,ATKA21-2018,1.06,-27.4,2.22,3.2800000000000002
2018,2018-08-16 10:46:00,ATKA24-2018,1.2,-23.4,0.78,1.98
2018,2018-09-19 10:45:00,ATKA03-2018,1.73,-18.9,1.02,2.75
2018,2018-09-19 11:22:00,ATKA07-2018,1.37,-16.7,1.71,3.08
2018,2018-09-19 11:55:00,ATKA11-2018,1.56,-17.9,1.2,2.76
2018,2018-09-19 12:27:00,ATKA16-2018,1.2,-16.6,1.57,2.77
2018,2018-09-19 12:59:00,ATKA21-2018,1.26,-15.0,2.02,3.2800000000000002
2018,2018-09-19 13:30:00,ATKA24-2018,1.53,-15.2,0.85,2.38
2018,2018-10-11 10:07:00,ATKA03-2018,1.87,-24.5,1.13,3.0
2018,2018-10-11 10:47:00,ATKA07-2018,1.49,-23.7,2.41,3.9000000000000004
2018,2018-10-11 11:29:00,ATKA11-2018,1.59,-23.9,2.03,3.62
2018,2018-10-18 12:15:00,ATKA16-2018,1.35,,1.6,2.95
2018,2018-10-18 11:30:00,ATKA21-2018,1.33,,3.15,4.48
2018,2018-10-18 10:53:00,ATKA24-2018,1.73,-17.4,0.79,2.52
2018,2018-11-16 10:15:00,ATKA03-2018,1.87,-11.5,3.6,5.470000000000001
2018,2018-11-16 11:20:00,ATKA07-2018,1.53,-10.0,3.41,4.94
2018,2018-11-16 12:10:00,ATKA11-2018,1.48,-8.2,2.99,4.470000000000001
2018,2018-11-16 12:57:00,ATKA16-2018,1.5,-8.2,2.35,3.85
2018,2018-11-16 13:50:00,ATKA21-2018,1.53,-8.7,3.25,4.78
2018,2018-11-16 14:30:00,ATKA24-2018,1.83,-8.6,1.34,3.17
2018,2018-12-07 13:22:00,ATKA03-2018,1.96,-2.2,2.27,4.23
2018,2018-12-07 12:37:00,ATKA07-2018,1.65,-0.5,3.86,5.51
2018,2018-12-07 11:59:00,ATKA11-2018,1.78,-1.5,3.85,5.63
2018,2018-12-07 11:30:00,ATKA16-2018,1.57,-2.0,2.49,4.0600000000000005
2018,2018-12-07 10:58:00,ATKA21-2018,1.6,-3.8,3.62,5.220000000000001
2018,2018-12-07 10:28:00,ATKA24-2018,1.88,-2.2,1.67,3.55
2018,2018-12-30 10:10:00,ATKA03-2018,2.16,,2.41,4.57
2018,2018-12-30 11:23:00,ATKA07-2018,1.72,,3.84,5.56
2018,2018-12-30 12:18:00,ATKA11-2018,1.86,,3.16,5.0200000000000005
2018,2018-12-30 13:00:00,ATKA16-2018,1.52,,2.33,3.85
2018,2018-12-30 13:45:00,ATKA21-2018,1.7,,4.3,6.0
2018,2018-12-30 14:40:00,ATKA24-2018,2.0,,1.95,3.95
